# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	30955
#@/user_id	arch
a 	啊	c=27 d=0.000665523 t=30955
se 	色	c=4 d=3.21984e-13 t=30955
se diao 	色調	c=1 d=6.07254e-15 t=30955
sen lin 	森林	c=3 d=2.32513e-07 t=30955
sha fa 	沙發	c=2 d=3.26801e-12 t=30955
sha qi 	殺器	c=1 d=8.29664e-10 t=30955
sha shi hou 	啥時候	c=1 d=7.47603e-20 t=30955
sha si 	殺死	c=2 d=1.35174e-12 t=30955
shai 	曬	c=1 d=4.61176e-13 t=30955
shai xuan 	篩選	c=2 d=2.42578e-12 t=30955
shan 	刪	c=1 d=2.44984e-12 t=30955
shan 	山	c=1 d=8.65317e-05 t=30955
shan chu 	刪除	c=204 d=0.00347379 t=30955
shan di 	閃迪	c=1 d=6.98033e-07 t=30955
shan diao 	刪掉	c=4 d=2.81945e-12 t=30955
shan gai 	刪改	c=0 d=3.2175e-14 t=30955
shan le 	刪了	c=2 d=1.43592e-13 t=30955
shang 	上	c=38 d=0.000162129 t=30955
shang 	商	c=12 d=3.59198e-12 t=30955
shang ban 	上班	c=3 d=1.07666e-13 t=30955
shang bao 	上報	c=1 d=1.34126e-13 t=30955
shang ceng 	上層	c=2 d=0.11539 t=30955
shang chuan 	上傳	c=19 d=5.20481e-12 t=30955
shang ci 	上次	c=7 d=1.11417e-07 t=30955
shang de 	上的	c=2 d=6.24133e-14 t=30955
shang ge yue 	上個月	c=2 d=3.18214e-13 t=30955
shang hai 	上海	c=15 d=0.000490132 t=30955
shang hui 	上回	c=2 d=4.39074e-05 t=30955
shang ji 	上級	c=18 d=3.62773e-13 t=30955
shang ji shang pin 	上級商品	c=1 d=5.28103e-19 t=30955
shang lai 	上來	c=1 d=1.25685e-13 t=30955
shang pin 	商品	c=135 d=0.000518277 t=30955
shang qu 	上去	c=3 d=1.29112e-06 t=30955
shang shu 	上述	c=1 d=4.00027e-16 t=30955
shang wu 	上午	c=1 d=3.8408e-08 t=30955
shang xia 	上下	c=2 d=2.77711e-16 t=30955
shang ye 	商業	c=14 d=6.58972e-06 t=30955
shang yi 	上一	c=1 d=1.41367e-14 t=30955
shang yi ceng 	上一層	c=2 d=0.0607097 t=30955
shang yi ci 	上一次	c=2 d=1.10345e-09 t=30955
shang yi hang 	商一行	c=1 d=1.08757e-17 t=30955
shang yue 	上月	c=3 d=4.37781e-14 t=30955
shang zhong xia 	上中下	c=3 d=1.94779e-12 t=30955
shang zhou 	上週	c=1 d=7.45291e-13 t=30955
shao 	少	c=2 d=0.00349997 t=30955
shao deng 	稍等	c=1 d=9.05763e-13 t=30955
shao hou 	稍後	c=2 d=1.56991e-12 t=30955
shao shu pai 	少數派	c=1 d=8.28087e-17 t=30955
she 	設	c=2 d=2.55061e-14 t=30955
she bao 	社保	c=1 d=3.56449e-12 t=30955
she bei 	設備	c=1 d=3.18603e-16 t=30955
she ji 	設計	c=31 d=3.67429e-06 t=30955
she ji dao 	涉及到	c=1 d=2.51835e-13 t=30955
she ji mo shi 	設計模式	c=2 d=2.71679e-15 t=30955
she ji yu yan 	設計語言	c=1 d=8.59507e-14 t=30955
she me 	什麼	c=1 d=5.66199e-15 t=30955
she wei 	設爲	c=2 d=1.13226e-12 t=30955
she you 	舍友	c=1 d=1.44572e-13 t=30955
she zhi 	設置	c=112 d=0.97531 t=30955
she zhi shi qu 	設置時區	c=1 d=4.01963e-14 t=30955
she zhi zhi 	設置值	c=1 d=1.80583e-12 t=30955
shen 	深	c=5 d=3.94008e-14 t=30955
shen 	神	c=1 d=0.000596161 t=30955
shen ceng 	深層	c=2 d=0.00454003 t=30955
shen ceng shen jing wang luo 	深層神經網絡	c=1 d=0.00231117 t=30955
shen du 	深度	c=3 d=7.05499e-06 t=30955
shen du xue xi 	深度學習	c=3 d=1.53014 t=30955
shen fen zheng 	身份證	c=2 d=1.06567e-13 t=30955
shen he 	審覈	c=2 d=2.70474e-13 t=30955
shen he zhong 	審覈中	c=2 d=1.23196e-13 t=30955
shen jing 	神經	c=10 d=1.11424 t=30955
shen jing wang luo 	神經網絡	c=1 d=0.136223 t=30955
shen jing wang luo ceng shu 	神經網絡層數	c=1 d=0.0285814 t=30955
shen jing wang luo de ceng shu 	神經網絡的層數	c=2 d=0.267731 t=30955
shen kao bei 	神拷貝	c=2 d=1.25136e-19 t=30955
shen long 	神龍	c=1 d=6.77864e-15 t=30955
shen me 	什麼	c=41 d=0.000613916 t=30955
shen me yi si 	什麼意思	c=1 d=1.61772e-12 t=30955
shen pi 	審批	c=30 d=0.76778 t=30955
shen pi liu 	審批流	c=2 d=5.83633e-05 t=30955
shen pi shi bai 	審批失敗	c=1 d=1.87372e-05 t=30955
shen pi zhong 	審批中	c=3 d=0.423162 t=30955
shen qing 	申請	c=18 d=7.70954e-08 t=30955
shen qing lv 	申請率	c=1 d=2.17015e-27 t=30955
shen ru 	深入	c=5 d=7.43622e-12 t=30955
shen ru fen xi 	深入分析	c=1 d=5.74758e-15 t=30955
shen ru li jie 	深入理解	c=1 d=1.50083e-12 t=30955
shen shou 	伸手	c=1 d=5.2656e-14 t=30955
sheng 	生	c=3 d=5.63281e-13 t=30955
sheng 	省	c=2 d=8.13512e-14 t=30955
sheng chai 	生拆	c=1 d=2.59011e-20 t=30955
sheng chan 	生產	c=2 d=1.38285e-12 t=30955
sheng cheng 	生成	c=300 d=0.00903781 t=30955
sheng cun 	生存	c=3 d=0.000694026 t=30955
sheng gong 	聖功	c=0 d=1.16885e-13 t=30955
sheng gong hou 	聖功後	c=1 d=1.17471e-12 t=30955
sheng huo 	生活	c=5 d=5.88841e-12 t=30955
sheng ji 	升級	c=5 d=5.14536e-07 t=30955
sheng jing 	聖經	c=1 d=1.11184e-12 t=30955
sheng lu 	生路	c=1 d=4.98633e-20 t=30955
sheng lve 	省略	c=2 d=0.00155429 t=30955
sheng ming 	生命	c=1 d=5.54987e-15 t=30955
sheng ming 	聲明	c=14 d=0.00552026 t=30955
sheng nei 	省內	c=2 d=3.12175e-27 t=30955
sheng ri 	生日	c=2 d=3.25226e-14 t=30955
sheng xia 	剩下	c=1 d=1.68839e-15 t=30955
sheng xiao 	生效	c=1 d=6.72743e-14 t=30955
sheng yu 	剩餘	c=21 d=8.27522e-09 t=30955
shi 	事	c=4 d=2.26295e-12 t=30955
shi 	使	c=4 d=3.77368e-12 t=30955
shi 	士	c=1 d=8.9413e-08 t=30955
shi 	始	c=14 d=0.522046 t=30955
shi 	室	c=2 d=3.97896e-12 t=30955
shi 	市	c=6 d=1.11472e-13 t=30955
shi 	師	c=2 d=1.11742e-12 t=30955
shi 	式	c=2 d=5.07133e-13 t=30955
shi 	是	c=157 d=0.875564 t=30955
shi 	時	c=152 d=0.624068 t=30955
shi 	試	c=1 d=4.05093e-17 t=30955
shi a 	是啊	c=1 d=0.000198445 t=30955
shi an 	是按	c=2 d=0.000197455 t=30955
shi ba 	是吧	c=5 d=2.30865e-12 t=30955
shi ba 	是把	c=1 d=8.53159e-15 t=30955
shi bai 	失敗	c=35 d=0.00404655 t=30955
shi bie 	識別	c=2 d=2.13153e-14 t=30955
shi bu shi 	是不是	c=6 d=2.99603e-12 t=30955
shi chang 	市場	c=1 d=1.77465e-13 t=30955
shi chang 	時長	c=2 d=6.17606e-08 t=30955
shi cong 	是從	c=2 d=5.22667e-15 t=30955
shi dai 	時代	c=5 d=3.11974 t=30955
shi de 	是的	c=14 d=4.00248e-12 t=30955
shi dian 	十點	c=1 d=2.11003e-20 t=30955
shi er 	十二	c=2 d=1.16021e-13 t=30955
shi fan zhen 	石帆鎮	c=1 d=3.45915e-12 t=30955
shi fen miao 	是分秒	c=3 d=1.82389e-12 t=30955
shi fou 	是否	c=108 d=0.0673517 t=30955
shi fou cun zai 	是否存在	c=1 d=7.47094e-12 t=30955
shi fou da yin 	是否打印	c=1 d=0.232236 t=30955
shi fou gong zuo 	是否工作	c=1 d=5.00878e-14 t=30955
shi fou you xiao 	是否有效	c=1 d=5.06082e-18 t=30955
shi fou yu 	是否與	c=1 d=0.412714 t=30955
shi fu 	師傅	c=1 d=7.18289e-20 t=30955
shi ge 	是個	c=1 d=1.7365e-22 t=30955
shi gen 	是跟	c=1 d=9.98607e-14 t=30955
shi guang 	時光	c=3 d=4.06349e-12 t=30955
shi he 	適合	c=2 d=8.2954e-08 t=30955
shi hou 	時候	c=20 d=0.00894857 t=30955
shi ji 	實際	c=3 d=1.1808e-14 t=30955
shi ji nian 	十幾年	c=1 d=0.00719046 t=30955
shi jian 	事件	c=38 d=8.90909e-06 t=30955
shi jian 	實踐	c=1 d=1.03168e-14 t=30955
shi jian 	時間	c=59 d=6.16296e-08 t=30955
shi jian chuo 	時間戳	c=2 d=6.9972e-06 t=30955
shi jie 	世界	c=12 d=4.77151e-12 t=30955
shi jin zhi 	十進制	c=1 d=8.76874e-14 t=30955
shi jiu 	十九	c=0 d=6.08411e-09 t=30955
shi jiu da 	十九大	c=1 d=6.11461e-08 t=30955
shi ke yi 	是可以	c=1 d=6.05686e-14 t=30955
shi kong de 	是空的	c=0 d=1.213e-08 t=30955
shi kong de ba 	是空的吧	c=1 d=1.21908e-07 t=30955
shi li 	實例	c=2 d=2.76265e-14 t=30955
shi ma 	是嗎	c=1 d=7.32801e-20 t=30955
shi ni 	使你	c=2 d=1.11742e-12 t=30955
shi nian 	十年	c=1 d=1.70507e-13 t=30955
shi pin 	視頻	c=2 d=2.74887e-14 t=30955
shi qing 	事情	c=2 d=4.28195e-13 t=30955
shi qu 	失去	c=1 d=2.50622e-15 t=30955
shi qu 	時區	c=33 d=3.30395e-11 t=30955
shi shen me 	是什麼	c=8 d=9.71945e-07 t=30955
shi shi 	實時	c=3 d=6.34861e-07 t=30955
shi shi 	試試	c=1 d=2.51707e-07 t=30955
shi shi ku cun 	實時庫存	c=1 d=1.79188e-09 t=30955
shi shi kuai zhao 	實時快照	c=1 d=2.94618e-06 t=30955
shi suan 	試算	c=256 d=0.0017669 t=30955
shi sui 	十歲	c=0 d=0.000704808 t=30955
shi ti 	實體	c=4 d=1.2667e-13 t=30955
shi ti lei 	實體類	c=73 d=0.0122153 t=30955
shi tu 	視圖	c=12 d=2.44566e-12 t=30955
shi tu 	試圖	c=1 d=2.49975e-14 t=30955
shi tu jie xi qi 	視圖解析器	c=2 d=7.43979e-14 t=30955
shi tu lei 	視圖類	c=3 d=5.54894e-13 t=30955
shi wo 	是我	c=2 d=1.24434e-13 t=30955
shi wo men 	是我們	c=1 d=5.98111e-13 t=30955
shi wu 	事務	c=36 d=1.53419e-11 t=30955
shi wu 	事物	c=1 d=1.14867e-13 t=30955
shi xian 	實現	c=45 d=0.621099 t=30955
shi xian lei 	實現類	c=1 d=2.43928e-20 t=30955
shi xiao 	失效	c=1 d=1.21655e-12 t=30955
shi xiao fei 	石曉飛	c=10 d=1.02713e-11 t=30955
shi xing 	實行	c=1 d=3.90827e-07 t=30955
shi ya 	是呀	c=1 d=1.08739e-15 t=30955
shi yan 	實驗	c=1 d=3.12996e-12 t=30955
shi yan shi 	實驗室	c=1 d=1.7558e-05 t=30955
shi yang 	式樣	c=1 d=8.7111e-13 t=30955
shi yang shu 	式樣書	c=5 d=4.74877e-12 t=30955
shi yao 	是要	c=3 d=7.18335e-13 t=30955
shi yi 	是一	c=0 d=1.09001e-15 t=30955
shi yi 	詩意	c=0 d=5.18719e-15 t=30955
shi yi 	釋義	c=1 d=5.71891e-15 t=30955
shi yi ge 	是一個	c=1 d=1.09548e-14 t=30955
shi yi hua kai 	詩意花開	c=1 d=5.21317e-14 t=30955
shi yi yang 	是一樣	c=1 d=2.47488e-14 t=30955
shi ying 	適應	c=1 d=1.42764e-12 t=30955
shi yong 	使用	c=131 d=0.995012 t=30955
shi yong 	是用	c=1 d=2.01615e-14 t=30955
shi yong 	試用	c=1 d=7.69716e-10 t=30955
shi yong 	適用	c=3 d=1.27176e-28 t=30955
shi zai 	實在	c=1 d=1.31787e-12 t=30955
shi zai 	是在	c=2 d=1.36482e-12 t=30955
shi zhan 	實戰	c=3 d=2.68435e-12 t=30955
shi zhe yang 	是這樣	c=5 d=1.32681e-12 t=30955
shi zhi 	是指	c=2 d=5.08449e-14 t=30955
shi zi ji 	時自己	c=1 d=1.03774e-24 t=30955
shou 	售	c=1 d=2.28538e-18 t=30955
shou 	收	c=9 d=1.5152e-07 t=30955
shou ce 	手冊	c=9 d=3.08991e-11 t=30955
shou dan fang 	收單方	c=6 d=0.0539337 t=30955
shou dao 	收到	c=6 d=1.01546e-05 t=30955
shou dao le ma 	收到了嗎	c=1 d=4.28957e-14 t=30955
shou dao mei 	收到沒	c=1 d=0.000102055 t=30955
shou de dao 	收得到	c=1 d=1.30814e-13 t=30955
shou dong 	手動	c=10 d=0.00182716 t=30955
shou fa 	手法	c=0 d=5.70415e-15 t=30955
shou fa 	收發	c=3 d=2.97562e-12 t=30955
shou fa dian bao 	手法電報	c=1 d=5.73274e-14 t=30955
shou fa huo 	收發貨	c=3 d=0.00027567 t=30955
shou fu kuan 	首付款	c=1 d=2.8853e-25 t=30955
shou gan 	手感	c=1 d=7.73574e-10 t=30955
shou hou 	售後	c=1 d=6.30083e-08 t=30955
shou huo 	收貨	c=9 d=0.474739 t=30955
shou huo fang 	收貨方	c=12 d=0.414233 t=30955
shou huo ren 	收貨人	c=8 d=0.00162866 t=30955
shou ji 	手機	c=7 d=3.3656e-13 t=30955
shou ji hao 	手機號	c=2 d=1.0137e-13 t=30955
shou ji ka 	手機卡	c=2 d=1.14571e-12 t=30955
shou jia 	售價	c=9 d=7.3951e-13 t=30955
shou kuan 	收款	c=11 d=0.00544757 t=30955
shou kuan fang 	收款方	c=7 d=0.182621 t=30955
shou kuan xin xi 	收款信息	c=1 d=0.0547488 t=30955
shou le 	受了	c=0 d=1.87047e-15 t=30955
shou ni 	收你	c=1 d=4.54307e-13 t=30955
shou qu 	收取	c=5 d=1.91495e-12 t=30955
shou quan 	授權	c=7 d=4.94696e-06 t=30955
shou shu 	手術	c=1 d=3.10684e-13 t=30955
shou xu 	手續	c=0 d=1.4859e-13 t=30955
shou xu hao 	手續號	c=1 d=1.49335e-12 t=30955
shou ye 	首頁	c=2 d=3.83966e-14 t=30955
shou yu 	授予	c=1 d=6.41588e-15 t=30955
shou zhong 	手中	c=1 d=2.07756e-14 t=30955
shou zhua bing 	手抓餅	c=1 d=1.53037e-06 t=30955
shou zhua bing 	收抓兵	c=1 d=1.52274e-06 t=30955
shou zi mu 	首字母	c=3 d=1.50836e-12 t=30955
shu 	屬	c=1 d=9.98607e-14 t=30955
shu 	數	c=14 d=0.00284388 t=30955
shu 	書	c=7 d=6.44565e-09 t=30955
shu 	樹	c=53 d=0.00279484 t=30955
shu 	輸	c=1 d=1.43133e-13 t=30955
shu ban 	書伴	c=1 d=1.05288e-18 t=30955
shu biao 	鼠標	c=1 d=2.79763e-06 t=30955
shu biao zhi zhen 	鼠標指針	c=1 d=6.72284e-06 t=30955
shu chu 	輸出	c=21 d=0.494951 t=30955
shu fu 	舒服	c=1 d=7.54474e-10 t=30955
shu ju 	數據	c=160 d=0.757032 t=30955
shu ju bian hua 	數據變化	c=1 d=3.40648e-08 t=30955
shu ju biao 	數據表	c=24 d=0.00479587 t=30955
shu ju gong si hao 	數據公司號	c=1 d=7.30535e-13 t=30955
shu ju jie gou 	數據結構	c=3 d=7.15485e-13 t=30955
shu ju ku 	數據庫	c=72 d=0.00235637 t=30955
shu ju lei xing 	數據類型	c=2 d=1.99974e-14 t=30955
shu ju mo xing 	數據模型	c=1 d=1.84677e-11 t=30955
shu ju yuan 	數據源	c=1 d=1.33203e-20 t=30955
shu lian 	熟練	c=0 d=1.57805e-15 t=30955
shu liang 	數量	c=126 d=1.77415 t=30955
shu liang shu 	數量樹	c=1 d=2.3473e-09 t=30955
shu mei 	樹莓	c=1 d=2.05653e-12 t=30955
shu mei pai 	樹莓派	c=4 d=6.60565e-05 t=30955
shu mu 	樹木	c=1 d=6.51173e-13 t=30955
shu qian 	書籤	c=9 d=1.62558 t=30955
shu ru 	輸入	c=35 d=1.23076 t=30955
shu ru fa 	輸入法	c=2 d=2.96622e-12 t=30955
shu ru kuang 	輸入框	c=13 d=2.01057e-12 t=30955
shu tu pian 	樹圖片	c=1 d=2.24982e-10 t=30955
shu xing 	屬性	c=16 d=4.0145e-12 t=30955
shu xue 	數學	c=4 d=0.384812 t=30955
shu yu 	屬於	c=4 d=0.00458484 t=30955
shu zhuang 	樹狀	c=1 d=1.85602e-11 t=30955
shu zi 	數字	c=28 d=0.00022941 t=30955
shu zi hua 	數字化	c=3 d=0.000696401 t=30955
shu zu 	數組	c=22 d=1.06677e-10 t=30955
shu zu wei ba 	數組尾巴	c=1 d=1.70919e-12 t=30955
shua 	刷	c=1 d=6.18994e-05 t=30955
shua ji 	刷機	c=1 d=6.06737e-05 t=30955
shua xin 	刷新	c=36 d=4.23382e-07 t=30955
shuai shuai 	甩甩	c=1 d=2.09736e-08 t=30955
shuan zhi 	栓值	c=1 d=8.53016e-13 t=30955
shuang ji 	雙擊	c=1 d=8.57435e-15 t=30955
shuang pin 	雙拼	c=1 d=4.54387e-15 t=30955
shui 	稅	c=3 d=1.42052e-12 t=30955
shui 	誰	c=1 d=0.000927901 t=30955
shui ba 	誰把	c=1 d=1.72133e-07 t=30955
shui bei 	水杯	c=1 d=7.85532e-14 t=30955
shui e 	稅額	c=1 d=1.42149e-20 t=30955
shui hou 	稅後	c=1 d=8.57292e-13 t=30955
shui lv 	稅率	c=8 d=1.47849e-12 t=30955
shui ping 	水平	c=1 d=6.11879e-16 t=30955
shui zhong 	稅種	c=1 d=1.43479e-12 t=30955
shui zuo de 	誰做的	c=1 d=0.00932553 t=30955
shun bian 	順便	c=1 d=1.57778e-12 t=30955
shun xu 	順序	c=6 d=7.77724e-13 t=30955
shuo 	說	c=6 d=6.63989e-07 t=30955
shuo bu ding 	說不定	c=1 d=6.04122e-13 t=30955
shuo de 	說的	c=0 d=1.20757e-14 t=30955
shuo de dui 	說的對	c=1 d=1.21362e-13 t=30955
shuo guo 	說過	c=2 d=5.30206e-07 t=30955
shuo le 	說了	c=2 d=3.09134e-13 t=30955
shuo ming 	說明	c=15 d=0.000107904 t=30955
shuo ne 	說呢	c=0 d=1.31787e-13 t=30955
shuo qi 	說起	c=1 d=1.01878e-13 t=30955
shuo qi lai 	說起來	c=1 d=3.91093e-15 t=30955
si 	四	c=3 d=4.14135e-12 t=30955
si 	寺	c=0 d=8.25808e-15 t=30955
si 	思	c=1 d=1.57778e-12 t=30955
si 	斯	c=0 d=5.39886e-15 t=30955
si 	死	c=1 d=8.80818e-08 t=30955
si chong zou 	四重奏	c=1 d=5.84754e-12 t=30955
si ge 	四個	c=2 d=3.42067e-12 t=30955
si ge ren 	四個人	c=1 d=8.09594e-16 t=30955
si ji 	司機	c=1 d=5.71794e-13 t=30955
si kai qi 	斯凱奇	c=1 d=4.17004e-05 t=30955
si kao 	思考	c=1 d=3.89077e-13 t=30955
si qian 	四千	c=1 d=9.03733e-16 t=30955
si she wu ru 	四捨五入	c=3 d=5.60469e-13 t=30955
si tian 	四天	c=1 d=1.41709e-13 t=30955
si xiang 	思想	c=2 d=1.14835e-12 t=30955
si you 	私有	c=1 d=5.98619e-23 t=30955
si yuan 	思源	c=1 d=8.4991e-28 t=30955
si yuan hei ti 	思源黑體	c=1 d=3.14994e-28 t=30955
song 	松	c=1 d=1.56991e-12 t=30955
song du 	誦讀	c=1 d=1.35147e-14 t=30955
song gang 	松岡	c=5 d=7.83525e-12 t=30955
song song 	鬆鬆	c=1 d=4.36495e-13 t=30955
song xia 	松下	c=11 d=0.000416464 t=30955
sou 	搜	c=2 d=3.70996e-12 t=30955
sou gou 	搜狗	c=2 d=5.21582e-12 t=30955
sou ji 	蒐集	c=1 d=2.57544e-12 t=30955
sou suo 	搜索	c=21 d=4.41034e-08 t=30955
sou suo kuang 	搜索框	c=2 d=8.59507e-14 t=30955
sou suo lan 	搜索欄	c=2 d=5.30478e-13 t=30955
su du 	速度	c=5 d=2.89483e-05 t=30955
su lv 	速率	c=1 d=0.227638 t=30955
su yuan 	溯源	c=1 d=1.03418e-13 t=30955
suan 	算	c=3 d=1.73414e-06 t=30955
suan chu 	算出	c=2 d=0.00014018 t=30955
suan fa 	算法	c=7 d=8.60714e-12 t=30955
suan fa yi zhi xing 	算法一致性	c=1 d=2.88932e-12 t=30955
suan suan 	酸酸	c=1 d=0.913931 t=30955
sui bian 	隨便	c=1 d=5.08449e-14 t=30955
sui ji 	隨機	c=4 d=0.00497015 t=30955
sui pian 	碎片	c=3 d=2.06993e-12 t=30955
sui ran 	雖然	c=1 d=9.42888e-15 t=30955
sui shi 	隨時	c=2 d=3.55408e-07 t=30955
sui xin suo yu 	隨心所欲	c=1 d=1.84263e-14 t=30955
sui yi 	隨意	c=2 d=0.00244185 t=30955
sui zhe 	隨着	c=1 d=1.73084e-13 t=30955
sun 	孫	c=1 d=5.89207e-13 t=30955
sun shi 	損失	c=1 d=0.0475963 t=30955
sun zi jie dian 	孫子節點	c=1 d=1.1816e-22 t=30955
suo 	所	c=2 d=9.2359e-10 t=30955
suo 	鎖	c=3 d=0.00442715 t=30955
suo jin 	縮進	c=1 d=3.50474e-19 t=30955
suo jing 	縮頸	c=0 d=9.07797e-11 t=30955
suo jing li 	縮頸裏	c=1 d=9.12348e-10 t=30955
suo neng 	所能	c=2 d=2.28176e-13 t=30955
suo ping 	鎖屏	c=1 d=4.14135e-12 t=30955
suo qi 	所起	c=1 d=1.0137e-13 t=30955
suo shu 	所屬	c=4 d=0.000662162 t=30955
suo shu gong si 	所屬公司	c=5 d=3.11433e-13 t=30955
suo xing 	索性	c=1 d=2.37784e-14 t=30955
suo xu 	所需	c=2 d=9.7195e-13 t=30955
suo xu yao 	所需要	c=1 d=1.76125e-12 t=30955
suo xuan 	所選	c=1 d=1.05379e-12 t=30955
suo xuan ze 	所選則	c=1 d=3.88072e-12 t=30955
suo xue 	所學	c=1 d=4.58876e-13 t=30955
suo yi 	所以	c=11 d=1.13211e-09 t=30955
suo yin 	索引	c=18 d=0.36175 t=30955
suo you 	所有	c=105 d=0.334149 t=30955
suo zai 	所在	c=3 d=0.000675539 t=30955
ta 	它	c=2 d=4.82155e-07 t=30955
ta de 	它的	c=1 d=4.97094e-13 t=30955
ta le 	踏了	c=1 d=3.75758e-15 t=30955
ta men 	他們	c=5 d=5.07159e-13 t=30955
ta men 	它們	c=1 d=3.18549e-13 t=30955
ta ren 	他人	c=1 d=2.14046e-12 t=30955
ta shi 	它是	c=1 d=2.94058e-13 t=30955
ta ye 	它也	c=1 d=2.38359e-13 t=30955
tai 	台	c=2 d=2.7347e-12 t=30955
tai 	太	c=1 d=1.23578e-20 t=30955
tai 	態	c=2 d=1.3845e-05 t=30955
tai cha 	太差	c=0 d=9.70776e-06 t=30955
tai chang 	太長	c=1 d=5.96669e-14 t=30955
tai tou 	擡頭	c=0 d=3.2092e-13 t=30955
tai tou xian shi 	擡頭顯示	c=1 d=3.22528e-12 t=30955
tai yuan 	太遠	c=1 d=1.80147e-13 t=30955
tan 	彈	c=1 d=4.92314e-17 t=30955
tan 	談	c=2 d=0.000904576 t=30955
tan 	貪	c=1 d=2.13566e-15 t=30955
tan chu 	彈出	c=9 d=1.11722e-08 t=30955
tan chu ceng 	彈出層	c=1 d=1.29848e-14 t=30955
tan chuang 	彈窗	c=116 d=1.10841e-05 t=30955
tan tan 	探探	c=1 d=1.63821e-13 t=30955
tan xian 	探險	c=1 d=6.28884e-15 t=30955
tang 	唐	c=1 d=5.93894e-18 t=30955
tang 	趟	c=1 d=2.14637e-15 t=30955
tang na de 	唐納德	c=1 d=5.48046e-14 t=30955
tao 	套	c=7 d=1.61772e-12 t=30955
tao 	桃	c=0 d=1.38639e-21 t=30955
tao bao 	淘寶	c=5 d=4.2756e-05 t=30955
tao can 	套餐	c=4 d=0.000111666 t=30955
tao lun 	討論	c=1 d=1.19246e-12 t=30955
tao yan 	討厭	c=1 d=1.10935e-15 t=30955
te bie 	特別	c=4 d=1.67742e-12 t=30955
te ding 	特定	c=2 d=1.02636e-12 t=30955
te jia 	特價	c=1 d=4.36495e-13 t=30955
te shu 	特殊	c=4 d=2.09846e-12 t=30955
te zheng 	特徵	c=4 d=0.381096 t=30955
te zheng zhi 	特徵值	c=1 d=0.0113334 t=30955
teng xun 	騰訊	c=3 d=0.771183 t=30955
ti 	題	c=1 d=7.91379e-13 t=30955
ti 	體	c=5 d=2.81258e-05 t=30955
ti chu 	提出	c=6 d=1.85155e-12 t=30955
ti dao 	提到	c=2 d=3.68604e-12 t=30955
ti du 	梯度	c=16 d=1.71219 t=30955
ti du xia jiang 	梯度下降	c=1 d=0.225373 t=30955
ti gao 	提高	c=2 d=2.97114e-17 t=30955
ti gong 	提供	c=16 d=8.73812e-11 t=30955
ti huan 	替換	c=18 d=1.45569e-12 t=30955
ti ji 	題記	c=1 d=9.88669e-14 t=30955
ti ji 	體積	c=1 d=2.01095e-13 t=30955
ti jiao 	提交	c=50 d=0.406549 t=30955
ti jiao hou 	提交後	c=1 d=4.7285e-13 t=30955
ti qian 	提前	c=1 d=3.01502e-13 t=30955
ti qu 	提取	c=15 d=5.32605e-13 t=30955
ti sheng 	提升	c=1 d=2.08797e-14 t=30955
ti shi 	提示	c=36 d=5.57471e-12 t=30955
ti shi chuang 	提示窗	c=2 d=1.11791e-12 t=30955
ti shi ni 	提示你	c=1 d=5.71794e-13 t=30955
ti shi xiao xi 	提示消息	c=1 d=2.00576e-12 t=30955
ti xi 	體系	c=2 d=3.30524e-06 t=30955
ti xi hua 	體系化	c=1 d=4.04955e-13 t=30955
ti xing 	提醒	c=3 d=0.00027603 t=30955
ti yun 	提運	c=2 d=9.26804e-19 t=30955
ti yun dan 	提運單	c=9 d=6.20623e-19 t=30955
ti yun dang 	提運當	c=1 d=9.31411e-18 t=30955
tian 	填	c=4 d=3.78498e-12 t=30955
tian 	天	c=6 d=1.40291e-13 t=30955
tian 	田	c=1 d=4.10796e-05 t=30955
tian chong 	填充	c=1 d=8.15479e-13 t=30955
tian fu 	天賦	c=1 d=2.29012e-13 t=30955
tian guo 	填過	c=1 d=1.69012e-27 t=30955
tian jia 	添加	c=202 d=3.13131 t=30955
tian jia hang 	添加行	c=1 d=1.40662e-14 t=30955
tian ma 	天馬	c=0 d=2.3481e-14 t=30955
tian ma ying 	天馬營	c=1 d=2.35987e-13 t=30955
tian mao 	天貓	c=5 d=0.438415 t=30955
tian na 	天哪	c=1 d=8.78992e-13 t=30955
tian ru 	填入	c=4 d=2.68055e-12 t=30955
tian xie 	填寫	c=10 d=0.0066555 t=30955
tian zhi 	天職	c=1 d=6.07149e-13 t=30955
tiao 	條	c=11 d=3.79787e-12 t=30955
tiao 	調	c=1 d=9.91906e-23 t=30955
tiao chu 	跳出	c=1 d=1.05507e-13 t=30955
tiao guo 	跳過	c=1 d=1.62556e-10 t=30955
tiao jian 	條件	c=84 d=0.000996883 t=30955
tiao kuan 	條款	c=10 d=1.40638e-13 t=30955
tiao ru 	跳入	c=2 d=2.7347e-12 t=30955
tiao shi 	調試	c=7 d=0.00031445 t=30955
tiao shi yi xia 	調試一下	c=1 d=7.64158e-13 t=30955
tiao shu 	條數	c=2 d=2.42436e-23 t=30955
tiao xuan chu 	挑選出	c=1 d=2.35698e-28 t=30955
tiao zhan 	挑戰	c=1 d=2.51186e-12 t=30955
tiao zheng 	調整	c=43 d=5.13111e-08 t=30955
tiao zhuan 	跳轉	c=8 d=3.83094e-12 t=30955
tiao zhuan dao 	跳轉到	c=1 d=3.37546e-18 t=30955
