# Rime user dictionary
#@/db_name	luna_pinyin.userdb.kct
#@/db_type	userdb
#@/rime_version	1.1.2
#@/tick	30955
#@/user_id	win7
a 	啊	c=27 d=3.3874 t=29248
shen fen zheng 	身份證	c=2 d=0.0253494 t=25716
shen he 	審覈	c=2 d=0.0643383 t=25716
shen he zhong 	審覈中	c=2 d=0.0293049 t=25716
shen jing 	神經	c=10 d=3.71796 t=30714
shen jing wang luo 	神經網絡	c=1 d=1.118 t=30534
shen jing wang luo ceng shu 	神經網絡層數	c=1 d=1 t=30244
shen jing wang luo de ceng shu 	神經網絡的層數	c=2 d=1.73712 t=30581
shen kao bei 	神拷貝	c=2 d=2.97663e-008 t=25716
shen long 	神龍	c=1 d=0.00161245 t=25716
shen me 	什麼	c=41 d=0.269644 t=29738
shen me yi si 	什麼意思	c=1 d=0.384812 t=25716
shen pi 	審批	c=30 d=1.8979 t=30774
shen pi liu 	審批流	c=2 d=1.93707 t=28873
shen pi shi bai 	審批失敗	c=1 d=1 t=28778
shen pi zhong 	審批中	c=3 d=1 t=30783
shen qing 	申請	c=18 d=1.52467 t=27595
shen qing lv 	申請率	c=1 d=5.16219e-016 t=25716
shen ru 	深入	c=5 d=1.76887 t=25716
shen ru fen xi 	深入分析	c=1 d=0.00136719 t=25716
shen ru li jie 	深入理解	c=1 d=0.357007 t=25716
shen shou 	伸手	c=1 d=0.0125254 t=25716
sheng 	生	c=3 d=0.133989 t=25716
sheng 	省	c=2 d=0.0193512 t=25716
sheng chai 	生拆	c=1 d=6.16116e-009 t=25716
sheng chan 	生產	c=2 d=0.328941 t=25716
sheng cheng 	生成	c=300 d=2.481 t=29832
sheng cun 	生存	c=3 d=2.96536 t=29283
sheng gong 	聖功	c=0 d=0.0278037 t=25716
sheng gong hou 	聖功後	c=1 d=0.279431 t=25716
sheng huo 	生活	c=5 d=1.40069 t=25716
sheng ji 	升級	c=5 d=1 t=28059
sheng jing 	聖經	c=1 d=0.264477 t=25716
sheng lu 	生路	c=1 d=1.18611e-008 t=25716
sheng lve 	省略	c=2 d=1.97045 t=29526
sheng ming 	生命	c=1 d=0.00132016 t=25716
sheng ming 	聲明	c=14 d=6.26933 t=29548
sheng nei 	省內	c=2 d=7.42577e-016 t=25716
sheng ri 	生日	c=2 d=0.00773623 t=25716
sheng xia 	剩下	c=1 d=0.000401622 t=25716
sheng xiao 	生效	c=1 d=0.0160027 t=25716
sheng yu 	剩餘	c=21 d=1 t=27233
shi 	事	c=4 d=0.538294 t=25716
shi 	使	c=4 d=0.897653 t=25716
shi 	士	c=1 d=1 t=27709
shi 	始	c=14 d=1 t=30825
shi 	室	c=2 d=0.946485 t=25716
shi 	市	c=6 d=0.0265162 t=25716
shi 	師	c=2 d=0.265803 t=25716
shi 	式	c=2 d=0.120633 t=25716
shi 	是	c=157 d=1.78089 t=30813
shi 	時	c=152 d=1.53496 t=30775
shi 	試	c=1 d=9.63604e-006 t=25716
shi a 	是啊	c=1 d=1 t=29250
shi an 	是按	c=2 d=1 t=29249
shi ba 	是吧	c=5 d=0.549165 t=25716
shi ba 	是把	c=1 d=0.00202943 t=25716
shi bai 	失敗	c=35 d=1.01016 t=29851
shi bie 	識別	c=2 d=0.00507032 t=25716
shi bu shi 	是不是	c=6 d=0.712672 t=25716
shi chang 	市場	c=1 d=0.0422141 t=25716
shi chang 	時長	c=2 d=1 t=27635
shi cong 	是從	c=2 d=0.00124328 t=25716
shi dai 	時代	c=5 d=4.79584 t=30869
shi de 	是的	c=14 d=0.952079 t=25716
shi dian 	十點	c=1 d=5.01918e-009 t=25716
shi er 	十二	c=2 d=0.0275983 t=25716
shi fan zhen 	石帆鎮	c=1 d=0.822835 t=25716
shi fen miao 	是分秒	c=3 d=0.433853 t=25716
shi fou 	是否	c=108 d=0.16401 t=30777
shi fou cun zai 	是否存在	c=1 d=1 t=25831
shi fou da yin 	是否打印	c=1 d=1 t=30663
shi fou gong zuo 	是否工作	c=1 d=0.0119145 t=25716
shi fou you xiao 	是否有效	c=1 d=1.20383e-006 t=25716
shi fou yu 	是否與	c=1 d=1 t=30778
shi fu 	師傅	c=1 d=1.70861e-008 t=25716
shi ge 	是個	c=1 d=4.13066e-011 t=25716
shi gen 	是跟	c=1 d=0.0237541 t=25716
shi guang 	時光	c=3 d=0.966593 t=25716
shi he 	適合	c=2 d=1.00002 t=27694
shi hou 	時候	c=20 d=1.10931 t=29991
shi ji 	實際	c=3 d=0.00280879 t=25716
shi ji nian 	十幾年	c=1 d=1 t=29968
shi jian 	事件	c=38 d=2.09921 t=28481
shi jian 	實踐	c=1 d=0.00245409 t=25716
shi jian 	時間	c=59 d=1.00288 t=27634
shi jian chuo 	時間戳	c=2 d=1 t=28581
shi jie 	世界	c=12 d=1.13501 t=25716
shi jin zhi 	十進制	c=1 d=0.0208584 t=25716
shi jiu 	十九	c=0 d=0.1 t=27632
shi jiu da 	十九大	c=1 d=1 t=27633
shi ke yi 	是可以	c=1 d=0.0144076 t=25716
shi kong de 	是空的	c=0 d=0.1 t=27770
shi kong de ba 	是空的吧	c=1 d=1 t=27771
shi li 	實例	c=2 d=0.00657159 t=25716
shi ma 	是嗎	c=1 d=1.74313e-008 t=25716
shi ni 	使你	c=2 d=0.265803 t=25716
shi nian 	十年	c=1 d=0.0405589 t=25716
shi pin 	視頻	c=2 d=0.00653881 t=25716
shi qing 	事情	c=2 d=1.96561 t=25124
shi qu 	失去	c=1 d=0.000596161 t=25716
shi qu 	時區	c=33 d=4.10285 t=25846
shi shen me 	是什麼	c=8 d=1.03152 t=28180
shi shi 	實時	c=3 d=0.216566 t=28407
shi shi 	試試	c=1 d=1 t=27916
shi shi ku cun 	實時庫存	c=1 d=1 t=26927
shi shi kuai zhao 	實時快照	c=1 d=1 t=28408
shi suan 	試算	c=256 d=1.36543 t=29625
shi sui 	十歲	c=0 d=0.1 t=29964
shi ti 	實體	c=4 d=0.0301313 t=25716
shi ti lei 	實體類	c=73 d=2.50913 t=29890
shi tu 	視圖	c=12 d=0.581756 t=25716
shi tu 	試圖	c=1 d=0.00594622 t=25716
shi tu jie xi qi 	視圖解析器	c=2 d=0.0176972 t=25716
shi tu lei 	視圖類	c=3 d=0.131994 t=25716
shi wo 	是我	c=2 d=0.0295994 t=25716
shi wo men 	是我們	c=1 d=0.142274 t=25716
shi wu 	事務	c=36 d=3.64941 t=25716
shi wu 	事物	c=1 d=0.0273237 t=25716
shi xian 	實現	c=45 d=5.17446 t=30531
shi xian lei 	實現類	c=1 d=5.80237e-009 t=25716
shi xiao 	失效	c=1 d=0.289384 t=25716
shi xiao fei 	石曉飛	c=10 d=2.44327 t=25716
shi xing 	實行	c=1 d=1 t=28004
shi ya 	是呀	c=1 d=0.000258659 t=25716
shi yan 	實驗	c=1 d=0.744532 t=25716
shi yan shi 	實驗室	c=1 d=1 t=28765
shi yang 	式樣	c=1 d=0.207213 t=25716
shi yang shu 	式樣書	c=5 d=1.1296 t=25716
shi yao 	是要	c=3 d=0.170872 t=25716
shi yi 	是一	c=0 d=0.000259284 t=25716
shi yi 	詩意	c=0 d=0.00123389 t=25716
shi yi 	釋義	c=1 d=0.00136037 t=25716
shi yi ge 	是一個	c=1 d=0.00260584 t=25716
shi yi hua kai 	詩意花開	c=1 d=0.0124007 t=25716
shi yi yang 	是一樣	c=1 d=0.00588705 t=25716
shi ying 	適應	c=1 d=0.339596 t=25716
shi yong 	使用	c=131 d=2.97953 t=30567
shi yong 	是用	c=1 d=0.00479587 t=25716
shi yong 	試用	c=1 d=1 t=26758
shi yong 	適用	c=3 d=3.02516e-017 t=25716
shi zai 	實在	c=1 d=0.313486 t=25716
shi zai 	是在	c=2 d=0.324652 t=25716
shi zhan 	實戰	c=3 d=0.638532 t=25716
shi zhe yang 	是這樣	c=5 d=0.315612 t=25716
shi zhi 	是指	c=2 d=0.0120946 t=25716
shi zi ji 	時自己	c=1 d=2.46849e-013 t=25716
shou 	售	c=1 d=5.43628e-007 t=25716
shou 	收	c=9 d=0.100004 t=28275
shou ce 	手冊	c=9 d=7.35003 t=25716
shou dan fang 	收單方	c=6 d=1 t=30371
shou dao 	收到	c=6 d=0.1 t=29116
shou dao le ma 	收到了嗎	c=1 d=0.0102037 t=25716
shou dao mei 	收到沒	c=1 d=1 t=29117
shou de dao 	收得到	c=1 d=0.031117 t=25716
shou dong 	手動	c=10 d=1.00001 t=29694
shou fa 	手法	c=0 d=0.00135686 t=25716
shou fa 	收發	c=3 d=0.707817 t=25716
shou fa dian bao 	手法電報	c=1 d=0.0136366 t=25716
shou fa huo 	收發貨	c=3 d=1.01887 t=29312
shou fu kuan 	首付款	c=1 d=6.86332e-014 t=25716
shou gan 	手感	c=1 d=1 t=26759
shou hou 	售後	c=1 d=1 t=27639
shou huo 	收貨	c=9 d=1.00001 t=30806
shou huo fang 	收貨方	c=12 d=1.00871 t=30777
shou huo ren 	收貨人	c=8 d=1 t=29671
shou ji 	手機	c=7 d=0.0800583 t=25716
shou ji hao 	手機號	c=2 d=0.0241131 t=25716
shou ji ka 	手機卡	c=2 d=0.272532 t=25716
shou jia 	售價	c=9 d=0.175909 t=25716
shou kuan 	收款	c=11 d=0.1 t=30373
shou kuan fang 	收款方	c=7 d=2.4343 t=30437
shou kuan xin xi 	收款信息	c=1 d=1 t=30374
shou le 	受了	c=0 d=0.000444934 t=25716
shou ni 	收你	c=1 d=0.108067 t=25716
shou qu 	收取	c=5 d=0.455513 t=25716
shou quan 	授權	c=7 d=1.97045 t=28376
shou shu 	手術	c=1 d=0.0739031 t=25716
shou xu 	手續	c=0 d=0.0353455 t=25716
shou xu hao 	手續號	c=1 d=0.355226 t=25716
shou ye 	首頁	c=2 d=0.00913348 t=25716
shou yu 	授予	c=1 d=0.00152616 t=25716
shou zhong 	手中	c=1 d=0.00494193 t=25716
shou zhua bing 	手抓餅	c=1 d=1 t=28277
shou zhua bing 	收抓兵	c=1 d=1 t=28276
shou zi mu 	首字母	c=3 d=0.358796 t=25716
shu 	屬	c=1 d=0.0237541 t=25716
shu 	數	c=14 d=0.1 t=30243
shu 	書	c=7 d=1.00014 t=27183
shu 	樹	c=53 d=1.00002 t=29779
shu 	輸	c=1 d=1 t=25040
shu ban 	書伴	c=1 d=2.50452e-007 t=25716
shu biao 	鼠標	c=1 d=0.418224 t=28572
shu biao zhi zhen 	鼠標指針	c=1 d=1 t=28573
shu chu 	輸出	c=21 d=4.46694 t=30515
shu fu 	舒服	c=1 d=1 t=26754
shu ju 	數據	c=160 d=3.58461 t=30644
shu ju bian hua 	數據變化	c=1 d=1 t=27516
shu ju biao 	數據表	c=24 d=1 t=29887
shu ju gong si hao 	數據公司號	c=1 d=0.173774 t=25716
shu ju jie gou 	數據結構	c=3 d=0.170194 t=25716
shu ju ku 	數據庫	c=72 d=1.13811 t=29719
shu ju lei xing 	數據類型	c=2 d=0.00475684 t=25716
shu ju mo xing 	數據模型	c=1 d=1 t=26012
shu ju yuan 	數據源	c=1 d=3.16852e-009 t=25716
shu lian 	熟練	c=0 d=0.000375375 t=25716
shu liang 	數量	c=126 d=3.34786 t=30828
shu liang shu 	數量樹	c=1 d=1 t=26981
shu mei 	樹莓	c=1 d=0.489192 t=25716
shu mei pai 	樹莓派	c=4 d=1 t=29030
shu mu 	樹木	c=1 d=0.154896 t=25716
shu qian 	書籤	c=9 d=1.98549 t=30915
shu ru 	輸入	c=35 d=4.60724 t=30691
shu ru fa 	輸入法	c=2 d=0.705581 t=25716
shu ru kuang 	輸入框	c=13 d=0.47826 t=25716
shu tu pian 	樹圖片	c=1 d=1 t=26512
shu xing 	屬性	c=16 d=0.954939 t=25716
shu xue 	數學	c=4 d=1 t=30764
shu yu 	屬於	c=4 d=1 t=29878
shu zhuang 	樹狀	c=1 d=1 t=26013
shu zi 	數字	c=28 d=1 t=29279
shu zi hua 	數字化	c=3 d=2.9459 t=29285
shu zu 	數組	c=22 d=1.01896 t=26359
shu zu wei ba 	數組尾巴	c=1 d=0.40657 t=25716
shua 	刷	c=1 d=1 t=29017
shua ji 	刷機	c=1 d=1 t=29013
shua xin 	刷新	c=36 d=1.00001 t=28020
shuai shuai 	甩甩	c=1 d=1 t=27419
shuan zhi 	栓值	c=1 d=0.202909 t=25716
shuang ji 	雙擊	c=1 d=0.0020396 t=25716
shuang pin 	雙拼	c=1 d=0.00108086 t=25716
shui 	稅	c=3 d=0.337902 t=25716
shui 	誰	c=1 d=0.1 t=30019
shui ba 	誰把	c=1 d=1 t=27840
shui bei 	水杯	c=1 d=1 t=24920
shui e 	稅額	c=1 d=3.38132e-009 t=25716
shui hou 	稅後	c=1 d=0.203926 t=25716
shui lv 	稅率	c=8 d=0.351692 t=25716
shui ping 	水平	c=1 d=0.000145549 t=25716
shui zhong 	稅種	c=1 d=0.341298 t=25716
shui zuo de 	誰做的	c=1 d=1 t=30020
shun bian 	順便	c=1 d=0.375311 t=25716
shun xu 	順序	c=6 d=0.184999 t=25716
shuo 	說	c=6 d=1 t=28110
shuo bu ding 	說不定	c=1 d=0.143704 t=25716
shuo de 	說的	c=0 d=0.1 t=25006
shuo de dui 	說的對	c=1 d=1 t=25007
shuo guo 	說過	c=2 d=1 t=28065
shuo le 	說了	c=2 d=0.0735345 t=25716
shuo ming 	說明	c=15 d=1.98523 t=28991
shuo ne 	說呢	c=0 d=0.0313486 t=25716
shuo qi 	說起	c=1 d=0.024234 t=25716
shuo qi lai 	說起來	c=1 d=0.000930303 t=25716
si 	四	c=3 d=0.985112 t=25716
si 	寺	c=0 d=0.00196437 t=25716
si 	思	c=1 d=0.375311 t=25716
si 	斯	c=0 d=0.00128424 t=25716
si 	死	c=1 d=1 t=27706
si chong zou 	四重奏	c=1 d=1 t=25782
si ge 	四個	c=2 d=0.813682 t=25716
si ge ren 	四個人	c=1 d=0.00019258 t=25716
si ji 	司機	c=1 d=0.136014 t=25716
si kai qi 	斯凱奇	c=1 d=1 t=28938
si kao 	思考	c=1 d=0.0925506 t=25716
si qian 	四千	c=1 d=0.000214973 t=25716
si she wu ru 	四捨五入	c=3 d=0.13332 t=25716
si tian 	四天	c=1 d=0.0337087 t=25716
si xiang 	思想	c=2 d=0.273161 t=25716
si you 	私有	c=1 d=1.42395e-011 t=25716
si yuan 	思源	c=1 d=2.0217e-016 t=25716
si yuan hei ti 	思源黑體	c=1 d=7.49283e-017 t=25716
song 	松	c=1 d=0.373439 t=25716
song du 	誦讀	c=1 d=0.00321477 t=25716
song gang 	松岡	c=5 d=1.86379 t=25716
song song 	鬆鬆	c=1 d=0.10383 t=25716
song xia 	松下	c=11 d=1.93729 t=29266
sou 	搜	c=2 d=0.882497 t=25716
sou gou 	搜狗	c=2 d=1.2407 t=25716
sou ji 	蒐集	c=1 d=0.612626 t=25716
sou suo 	搜索	c=21 d=1.99027 t=27430
sou suo kuang 	搜索框	c=2 d=0.0204453 t=25716
sou suo lan 	搜索欄	c=2 d=0.126186 t=25716
su du 	速度	c=5 d=1 t=28865
su lv 	速率	c=1 d=1 t=30659
su yuan 	溯源	c=1 d=0.0246002 t=25716
suan 	算	c=3 d=1 t=28302
suan chu 	算出	c=2 d=0.1 t=29641
suan fa 	算法	c=7 d=2.0474 t=25716
suan fa yi zhi xing 	算法一致性	c=1 d=0.687289 t=25716
suan suan 	酸酸	c=1 d=1 t=30937
sui bian 	隨便	c=1 d=0.0120946 t=25716
sui ji 	隨機	c=4 d=1.9951 t=29756
sui pian 	碎片	c=3 d=0.49238 t=25716
sui ran 	雖然	c=1 d=0.00224287 t=25716
sui shi 	隨時	c=2 d=1 t=27985
sui xin suo yu 	隨心所欲	c=1 d=0.0043831 t=25716
sui yi 	隨意	c=2 d=1 t=29752
sui zhe 	隨着	c=1 d=0.0411719 t=25716
sun 	孫	c=1 d=0.140156 t=25716
sun shi 	損失	c=1 d=1 t=30346
sun zi jie dian 	孫子節點	c=1 d=2.81071e-011 t=25716
suo 	所	c=2 d=1.00225 t=26794
suo 	鎖	c=3 d=1 t=29871
suo jin 	縮進	c=1 d=8.33681e-008 t=25716
suo jing 	縮頸	c=0 d=0.1 t=26791
suo jing li 	縮頸裏	c=1 d=1 t=26792
suo neng 	所能	c=2 d=0.0542768 t=25716
suo ping 	鎖屏	c=1 d=0.985112 t=25716
suo qi 	所起	c=1 d=0.0241131 t=25716
suo shu 	所屬	c=4 d=1 t=29491
suo shu gong si 	所屬公司	c=5 d=0.0740812 t=25716
suo xing 	索性	c=1 d=0.00565622 t=25716
suo xu 	所需	c=2 d=0.2312 t=25716
suo xu yao 	所需要	c=1 d=0.418952 t=25716
suo xuan 	所選	c=1 d=0.250668 t=25716
suo xuan ze 	所選則	c=1 d=0.923116 t=25716
suo xue 	所學	c=1 d=0.109154 t=25716
suo yi 	所以	c=11 d=1.00082 t=26835
suo yin 	索引	c=18 d=1.9802 t=30615
suo you 	所有	c=105 d=1.01901 t=30732
suo zai 	所在	c=3 d=1 t=29495
ta 	它	c=2 d=1 t=28046
ta de 	它的	c=1 d=0.118245 t=25716
ta le 	踏了	c=1 d=0.000893825 t=25716
ta men 	他們	c=5 d=0.120639 t=25716
ta men 	它們	c=1 d=0.075774 t=25716
ta ren 	他人	c=1 d=0.509156 t=25716
ta shi 	它是	c=1 d=0.0699482 t=25716
ta ye 	它也	c=1 d=0.0566989 t=25716
tai 	台	c=2 d=0.650509 t=25716
tai 	太	c=1 d=2.93958e-009 t=25716
tai 	態	c=2 d=0.1 t=29178
tai cha 	太差	c=0 d=0.1 t=29107
tai chang 	太長	c=1 d=0.0141931 t=25716
tai tou 	擡頭	c=0 d=0.0763379 t=25716
tai tou xian shi 	擡頭顯示	c=1 d=0.767206 t=25716
tai yuan 	太遠	c=1 d=0.0428521 t=25716
tan 	彈	c=1 d=1.17108e-005 t=25716
tan 	談	c=2 d=1.38674 t=29488
tan 	貪	c=1 d=0.000508015 t=25716
tan chu 	彈出	c=9 d=1.00016 t=27293
tan chu ceng 	彈出層	c=1 d=0.00308872 t=25716
tan chuang 	彈窗	c=116 d=1 t=28673
tan tan 	探探	c=1 d=0.0389686 t=25716
tan xian 	探險	c=1 d=0.00149594 t=25716
tang 	唐	c=1 d=1.41271e-006 t=25716
tang 	趟	c=1 d=0.000510561 t=25716
tang na de 	唐納德	c=1 d=0.0130365 t=25716
tao 	套	c=7 d=0.384812 t=25716
tao 	桃	c=0 d=3.29783e-010 t=25716
tao bao 	淘寶	c=5 d=1 t=28943
tao can 	套餐	c=4 d=1 t=29135
tao lun 	討論	c=1 d=0.283654 t=25716
tao yan 	討厭	c=1 d=0.000263884 t=25716
te bie 	特別	c=4 d=0.399013 t=25716
te ding 	特定	c=2 d=0.244143 t=25716
te jia 	特價	c=1 d=0.10383 t=25716
te shu 	特殊	c=4 d=0.499165 t=25716
te zheng 	特徵	c=4 d=2.27117 t=30598
te zheng zhi 	特徵值	c=1 d=1 t=30059
teng xun 	騰訊	c=3 d=1.00017 t=30903
ti 	題	c=1 d=1 t=25382
ti 	體	c=5 d=1.93707 t=28727
ti chu 	提出	c=6 d=0.440432 t=25716
ti dao 	提到	c=2 d=0.876808 t=25716
ti du 	梯度	c=16 d=7.48403 t=30660
ti du xia jiang 	梯度下降	c=1 d=1 t=30657
ti gao 	提高	c=2 d=7.06753e-006 t=25716
ti gong 	提供	c=16 d=2.97207 t=26105
ti huan 	替換	c=18 d=0.346269 t=25716
ti ji 	題記	c=1 d=0.0235177 t=25716
ti ji 	體積	c=1 d=0.0478349 t=25716
ti jiao 	提交	c=50 d=1.01 t=30773
ti jiao hou 	提交後	c=1 d=0.112478 t=25716
ti qian 	提前	c=1 d=0.071719 t=25716
ti qu 	提取	c=15 d=0.126692 t=25716
ti sheng 	提升	c=1 d=0.0049667 t=25716
ti shi 	提示	c=36 d=1.32607 t=25716
ti shi chuang 	提示窗	c=2 d=0.265921 t=25716
ti shi ni 	提示你	c=1 d=0.136014 t=25716
ti shi xiao xi 	提示消息	c=1 d=0.477114 t=25716
ti xi 	體系	c=2 d=1 t=28431
ti xi hua 	體系化	c=1 d=0.0963276 t=25716
ti xing 	提醒	c=3 d=1 t=29316
ti yun 	提運	c=2 d=2.20461e-007 t=25716
ti yun dan 	提運單	c=9 d=1.47629e-007 t=25716
ti yun dang 	提運當	c=1 d=2.21557e-006 t=25716
tian 	填	c=4 d=0.900343 t=25716
tian 	天	c=6 d=0.0333714 t=25716
tian 	田	c=1 d=1 t=28935
tian chong 	填充	c=1 d=0.19398 t=25716
tian fu 	天賦	c=1 d=0.0544757 t=25716
tian guo 	填過	c=1 d=4.02032e-016 t=25716
tian jia 	添加	c=202 d=3.94107 t=30909
tian jia hang 	添加行	c=1 d=1 t=24576
tian ma 	天馬	c=0 d=0.00558548 t=25716
tian ma ying 	天馬營	c=1 d=0.0561348 t=25716
tian mao 	天貓	c=5 d=1.00041 t=30790
tian na 	天哪	c=1 d=0.209088 t=25716
tian ru 	填入	c=4 d=0.637628 t=25716
tian xie 	填寫	c=10 d=1.31349 t=29898
tian zhi 	天職	c=1 d=0.144424 t=25716
tiao 	條	c=11 d=0.903408 t=25716
tiao 	調	c=1 d=2.35947e-011 t=25716
tiao chu 	跳出	c=1 d=0.0250972 t=25716
tiao guo 	跳過	c=1 d=1 t=26447
tiao jian 	條件	c=84 d=1.53591 t=29487
tiao kuan 	條款	c=10 d=0.033454 t=25716
tiao ru 	跳入	c=2 d=0.650509 t=25716
tiao shi 	調試	c=7 d=2.97521 t=29124
tiao shi yi xia 	調試一下	c=1 d=0.181772 t=25716
tiao shu 	條數	c=2 d=5.76688e-012 t=25716
tiao xuan chu 	挑選出	c=1 d=5.60661e-017 t=25716
tiao zhan 	挑戰	c=1 d=0.597501 t=25716
tiao zheng 	調整	c=43 d=1.49129 t=27518
tiao zhuan 	跳轉	c=8 d=0.911274 t=25716
tiao zhuan dao 	跳轉到	c=1 d=8.02929e-007 t=25716
ting 	挺	c=1 d=0.00932553 t=25716
ting 	聽	c=2 d=0.0250972 t=25716
ting bu dao 	聽不到	c=1 d=0.0434998 t=25716
ting hao 	挺好	c=0 d=0.1 t=29928
ting hao de 	挺好的	c=1 d=1 t=29929
ting hao yong 	挺好用	c=1 d=2.50018e-016 t=25716
ting yong 	停用	c=1 d=5.03046e-006 t=25716
ting zhi 	停止	c=6 d=0.000368894 t=25716
tong 	同	c=6 d=1 t=29879
tong 	童	c=1 d=0.0561348 t=25716
tong 	通	c=1 d=1 t=28869
tong bu 	同步	c=25 d=1.00721 t=29167
tong bu guo ji hua 	同步國際化	c=1 d=1 t=27899
tong bu le 	同步了	c=1 d=1 t=27842
tong chang 	通常	c=1 d=0.594521 t=25716
tong guan 	通關	c=17 d=1 t=29840
tong guo 	通過	c=23 d=1.0802 t=28658
tong ji 	統計	c=4 d=3.77035 t=25764
tong lu 	通路	c=15 d=1.54304 t=25716
tong ming 	同名	c=4 d=0.849548 t=25716
tong shi 	同事	c=4 d=0.511709 t=25716
tong shi 	同時	c=3 d=0.856415 t=25716
tong wang 	通往	c=1 d=0.149569 t=25716
tong wen 	同文	c=1 d=0.00082099 t=25716
tong xin 	通信	c=2 d=0.0819495 t=25716
tong xing zheng 	通行證	c=2 d=1.36604 t=27827
tong xun 	通訊	c=2 d=0.312179 t=25716
tong xun lu 	通訊錄	c=2 d=5.04367e-016 t=25716
tong yi 	同一	c=0 d=3.50355e-016 t=25716
tong yi 	同意	c=1 d=0.0205478 t=25716
tong yi ge 	同一個	c=7 d=1.22413 t=26303
tong yi hang 	同一行	c=1 d=3.52111e-015 t=25716
tong yong 	通用	c=21 d=0.514356 t=25716
tong zhi 	通知	c=4 d=1 t=29038
tou 	頭	c=15 d=1.3379 t=28752
tou bao 	頭孢	c=1 d=0.316637 t=25716
tou biao 	頭表	c=10 d=2.41447 t=25716
tou bu 	頭部	c=8 d=2.87714 t=29781
tou xiang 	頭像	c=2 d=1.99501 t=29415
tou xin xi 	頭信息	c=7 d=0.0259911 t=25716
tou zi 	投資	c=1 d=1 t=29954
tu 	圖	c=9 d=0.1 t=30952
tu 	途	c=3 d=2.95556 t=25054
tu biao 	圖標	c=2 d=0.657638 t=25716
tu jing 	途徑	c=1 d=1 t=29441
tu long 	屠龍	c=3 d=0.0583312 t=25716
tu long ba 	屠龍吧	c=1 d=0.00172937 t=25716
tu mu gong cheng 	土木工程	c=1 d=0.00106477 t=25716
tu pian 	圖片	c=12 d=1.0889 t=30947
tu ran 	突然	c=1 d=0.0403566 t=25716
tu xing 	圖形	c=4 d=0.733513 t=25716
tuan 	團	c=0 d=0.0358796 t=25716
tuan ai 	團愛	c=1 d=0.0566989 t=25716
tuan dui 	團隊	c=2 d=0.00244185 t=25716
tui 	推	c=13 d=1 t=30840
tui 	腿	c=1 d=3.25604e-006 t=25716
tui chu 	退出	c=6 d=0.000949097 t=25716
tui dao 	推到	c=4 d=0.82323 t=25716
tui fan 	推翻	c=1 d=0.0502874 t=25716
tui hui 	退回	c=1 d=0.0193512 t=25716
tui jian 	推薦	c=1 d=0.00535353 t=25716
tui jin 	推進	c=9 d=3.27556 t=25716
tui shang qu 	推上去	c=6 d=2.00335 t=28246
tui song 	推送	c=2 d=0.0620385 t=25716
tuo feng 	駝峯	c=6 d=1.22723 t=25716
tuo shui 	脫水	c=1 d=1 t=28556
tuo ying er chu 	脫穎而出	c=1 d=0.209088 t=25716
tuo zhan 	拓展	c=2 d=1 t=29025
wa 	挖	c=1 d=0.00759701 t=25716
wa gong 	瓦工	c=0 d=4.37327e-007 t=25716
wa kuang 	挖礦	c=1 d=0.0186856 t=25716
wai 	外	c=2 d=0.102284 t=25716
wai bi 	外幣	c=1 d=7.04066e-020 t=25716
wai er 	外耳	c=0 d=0.00285814 t=25716
wai er yan 	外耳炎	c=2 d=0.0593785 t=25716
wai guan 	外觀	c=1 d=9.68434e-006 t=25716
wai lian 	外鏈	c=2 d=1.17958 t=25716
wai wang 	外網	c=1 d=2.12906e-008 t=25716
wai yu 	外語	c=1 d=0.0285814 t=25716
wan 	完	c=4 d=1.00012 t=26769
wan 	晚	c=1 d=6.80682e-005 t=25716
wan 	灣	c=1 d=1.03883e-007 t=25716
wan 	萬	c=1 d=1 t=28067
wan bi 	完畢	c=3 d=1.18698 t=25716
wan cheng 	完成	c=24 d=1.77196 t=27347
wan le 	完了	c=2 d=0.1 t=29174
wan quan 	完全	c=2 d=0.00568457 t=25716
wan shan 	完善	c=5 d=0.464657 t=25716
wan shang 	晚上	c=2 d=1 t=29095
wan shui 	完稅	c=2 d=1.03371 t=26953
wan wang 	萬網	c=3 d=2.58044 t=25716
wan zheng 	完整	c=1 d=1.17431e-008 t=25716
wang 	望	c=1 d=4.2025e-008 t=25716
wang 	汪	c=2 d=0.180988 t=25716
wang 	網	c=2 d=0.1 t=29107
wang ji 	忘記	c=1 d=0.0231676 t=25716
wang jian 	汪健	c=1 d=1 t=28089
wang jian 	王建	c=1 d=0.090718 t=25716
wang jian 	網件	c=1 d=1 t=24608
wang ka 	網卡	c=1 d=0.00621991 t=25716
wang le 	忘了	c=1 d=0.000441647 t=25716
wang luo 	網絡	c=13 d=4.59959 t=30715
wang pan 	網盤	c=1 d=3.202e-015 t=25716
wang shi 	往事	c=1 d=0.00114769 t=25716
wang su 	網速	c=1 d=1 t=28703
wang tai cha 	網太差	c=1 d=1 t=29108
wang xian 	網線	c=1 d=0.0413782 t=25716
wang ye 	網頁	c=7 d=1.15232 t=28964
wang yi 	網易	c=10 d=1 t=29912
wang yi yun ke tong 	網易雲可通	c=1 d=0.0066709 t=25716
wang zhan 	網站	c=4 d=0.481909 t=25716
wang zhi 	網址	c=4 d=0.0963276 t=25716
wei 	位	c=21 d=1.14653 t=27406
wei 	偉	c=2 d=3.33386e-006 t=25716
wei 	圍	c=1 d=8.77171e-018 t=25716
