# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	51595
#@/user_id	macbook
a 	啊	c=254 d=4.68748 t=51595
ri zhi 	日誌	c=51 d=0.440432 t=51595
rong 	榮	c=1 d=5.55951e-06 t=51595
rong 	融	c=1 d=3.2092e-12 t=51595
rong hui guan tong 	融會貫通	c=1 d=5.80138e-07 t=51595
rong liang 	容量	c=1 d=1.49823e-21 t=51595
rong qi 	容器	c=5 d=3.27236e-06 t=51595
rong ren 	容忍	c=2 d=1.18016 t=51595
rong yi 	容易	c=4 d=2.6085e-15 t=51595
rong yu 	榮譽	c=1 d=8.87345e-36 t=51595
rou 	肉	c=1 d=0.540641 t=51595
rou rou 	揉揉	c=1 d=0.132655 t=51595
ru 	乳	c=1 d=0.918512 t=51595
ru 	入	c=17 d=0.000180223 t=51595
ru 	如	c=7 d=1.16251e-06 t=51595
ru bu 	如不	c=1 d=2.68932e-21 t=51595
ru ci 	如此	c=3 d=0.000149981 t=51595
ru de 	入的	c=1 d=1.41632e-37 t=51595
ru guo 	如果	c=152 d=1.1368 t=51595
ru guo yao 	如果要	c=1 d=2.32466e-42 t=51595
ru he 	如何	c=17 d=3.97693e-06 t=51595
ru keng 	如坑	c=1 d=1.13961e-08 t=51595
ru kou 	入口	c=3 d=4.90625e-06 t=51595
ru ku 	入庫	c=17 d=8.74955e-08 t=51595
ru le 	入了	c=1 d=6.07441e-48 t=51595
ru men 	入門	c=18 d=0.621935 t=51595
ru shu 	如數	c=1 d=1.43974e-23 t=51595
ru tu 	如圖	c=6 d=4.30833e-06 t=51595
ru xia 	如下	c=8 d=4.1664e-06 t=51595
ru xuan 	入選	c=1 d=1.13331e-31 t=51595
ru zhan 	入棧	c=1 d=2.32609e-46 t=51595
ru zhan dao chu zhan 	入棧到出棧	c=1 d=1.52399e-45 t=51595
ru zhi 	入職	c=2 d=4.03704e-06 t=51595
ru zhu 	入駐	c=2 d=3.20578e-32 t=51595
ruan 	軟	c=0 d=7.79172e-37 t=51595
ruan 	阮	c=2 d=1.12807e-06 t=51595
ruan jian 	軟件	c=57 d=1.03115 t=51595
ruan jian bao 	軟件包	c=3 d=6.36415e-08 t=51595
ruan jian ming 	軟件名	c=1 d=3.99687e-06 t=51595
ruan lian jie 	軟鏈接	c=2 d=0.111359 t=51595
ruan yi feng 	阮一峯	c=2 d=0.00433948 t=51595
rui 	瑞	c=1 d=3.88138e-14 t=51595
rui shi 	瑞士	c=1 d=0.000151489 t=51595
rui ya 	瑞亞	c=0 d=3.78285e-36 t=51595
ruo 	若	c=2 d=5.63401e-07 t=51595
sa 	仨	c=3 d=6.92679e-07 t=51595
sa 	撒	c=1 d=3.6718e-08 t=51595
sa jiao 	撒嬌	c=1 d=1.62219e-15 t=51595
sa mo 	薩摩	c=1 d=2.36759e-22 t=51595
sai 	塞	c=1 d=0.00100198 t=51595
sai 	賽	c=0 d=7.84864e-05 t=51595
sai bu liao 	塞不了	c=1 d=0.000800719 t=51595
sai dong xi 	賽東西	c=1 d=0.000788798 t=51595
san 	三	c=15 d=0.183334 t=51595
san bai duo 	三百多	c=2 d=5.91857e-07 t=51595
san bei 	三倍	c=1 d=3.1004e-18 t=51595
san bian 	三遍	c=1 d=0.0010701 t=51595
san bian 	三邊	c=1 d=1 t=48597
san bo 	散播	c=1 d=2.23822e-08 t=51595
san ci 	三次	c=1 d=4.37401e-08 t=51595
san dai 	三代	c=1 d=1.67017e-05 t=51595
san dian 	三點	c=1 d=3.50653e-25 t=51595
san ge 	三個	c=6 d=0.860708 t=51595
san ge ren 	三個人	c=3 d=9.28217e-07 t=51595
san ge yue 	三個月	c=3 d=8.92268e-08 t=51595
san guan 	三觀	c=1 d=5.30387e-11 t=51595
san guang 	散光	c=1 d=4.55639e-18 t=51595
san guo 	三國	c=2 d=0.344728 t=51595
san hao 	三好	c=9 d=1.01458 t=49012
san ji 	三級	c=7 d=1.16176e-21 t=51595
san ji pian 	三級片	c=1 d=1.54197e-36 t=51595
san jian 	三間	c=1 d=4.78756e-12 t=51595
san jie ke 	三節課	c=2 d=3.64726e-39 t=51595
san mu 	三目	c=1 d=0.000164928 t=51595
san nian 	三年	c=4 d=0.529935 t=51595
san qian 	三千	c=4 d=0.000358044 t=51595
san qian duo tiao 	三千多條	c=1 d=5.40825e-05 t=51595
san se 	三色	c=1 d=0.484325 t=51595
san shang 	三上	c=4 d=1.12865e-13 t=51595
san shang you ya 	三上悠亞	c=1 d=1.13431e-12 t=51595
san sheng 	三生	c=1 d=1.538e-35 t=51595
san shi 	三十	c=1 d=4.72014e-51 t=51595
san shi liang ting 	三室兩廳	c=1 d=1.02884e-11 t=51595
san shi tian 	三十天	c=1 d=4.83568e-12 t=51595
san shi wan 	三十萬	c=0 d=0.0634448 t=51595
san shi wu 	三十五	c=1 d=0.0187793 t=51595
san shi yi ting 	三室一廳	c=2 d=2.19074e-11 t=51595
san si 	三四	c=1 d=0.000705167 t=51595
san si bai 	三四百	c=1 d=1 t=50013
san si ge 	三四個	c=1 d=3.18386e-07 t=51595
san si jian 	三四件	c=1 d=1 t=48699
san si qian 	三四千	c=2 d=3.85528e-07 t=51595
san si shi sui 	三四十歲	c=1 d=0.00708341 t=51595
san si wan 	三四萬	c=1 d=3.17122e-19 t=51595
san tian 	三天	c=1 d=0.290835 t=51595
san wan 	三萬	c=1 d=0.000939653 t=51595
san xian 	三鮮	c=1 d=1.91287e-13 t=51595
san xing 	三星	c=13 d=2.14549e-05 t=51595
san yue 	三月	c=3 d=0.380983 t=51595
san zhang 	三張	c=1 d=8.40145e-40 t=51595
san zhi 	三隻	c=2 d=3.70714e-23 t=51595
san zhong 	三種	c=1 d=5.46334e-36 t=51595
san zhou 	三週	c=0 d=1.55403e-11 t=51595
sang chai en 	桑拆嗯	c=1 d=2.65433e-14 t=51595
sang zi 	嗓子	c=1 d=0.00114511 t=51595
sao 	掃	c=1 d=8.27384e-07 t=51595
sao hua 	騷話	c=1 d=1 t=47732
sao le 	騷了	c=1 d=1 t=47958
sao miao 	掃描	c=3 d=8.59591e-07 t=51595
se 	色	c=8 d=0.0524169 t=51595
se cha 	色差	c=1 d=1 t=51363
se diao 	色調	c=1 d=9.80867e-09 t=51595
se qing 	色情	c=1 d=6.96327e-37 t=51595
sen lin 	森林	c=3 d=1.06238e-06 t=51595
sen ma 	森馬	c=3 d=4.00305e-11 t=51595
sha 	傻	c=0 d=0.1 t=47331
sha 	啥	c=14 d=0.871251 t=51595
sha 	殺	c=1 d=0.904837 t=51595
sha 	沙	c=1 d=4.44224e-43 t=51595
sha 	紗	c=0 d=0.1 t=50390
sha chuang 	紗窗	c=3 d=0.2657 t=51595
sha fa 	沙發	c=2 d=5.27865e-06 t=51595
sha he 	沙河	c=0 d=1.17691e-35 t=51595
sha he you xi 	沙河遊戲	c=1 d=1.18281e-34 t=51595
sha qi 	殺器	c=1 d=8.29664e-10 t=51595
sha shi hou 	啥時候	c=4 d=0.117655 t=51595
sha si 	殺死	c=2 d=2.18339e-06 t=51595
sha tan 	沙灘	c=1 d=9.4726e-40 t=51595
sha yi si 	啥意思	c=1 d=8.65906e-13 t=51595
shai 	曬	c=1 d=7.44914e-07 t=51595
shai me 	曬麼	c=1 d=4.62353e-43 t=51595
shai xuan 	篩選	c=3 d=9.30462e-06 t=51595
shan 	刪	c=1 d=3.95709e-06 t=51595
shan 	山	c=2 d=8.65317e-05 t=51595
shan chu 	刪除	c=229 d=0.443643 t=51595
shan di 	閃迪	c=1 d=0.00440507 t=51595
shan diao 	刪掉	c=5 d=4.55412e-06 t=51595
shan gai 	刪改	c=0 d=5.19707e-08 t=51595
shan le 	刪了	c=2 d=2.31936e-07 t=51595
shan shan 	珊珊	c=1 d=8.87495e-38 t=51595
shan tie 	刪貼	c=1 d=6.71326e-48 t=51595
shan wan 	刪完	c=1 d=5.39502e-35 t=51595
shan zong 	山棕	c=1 d=9.09808e-36 t=51595
shang 	上	c=88 d=0.846015 t=51595
shang 	商	c=12 d=5.80194e-06 t=51595
shang 	熵	c=3 d=0.932394 t=51595
shang ban 	上班	c=21 d=0.0629805 t=51595
shang bao 	上報	c=1 d=2.16647e-07 t=51595
shang ceng 	上層	c=4 d=0.447088 t=51595
shang chang 	商場	c=3 d=0.756391 t=51595
shang che 	上車	c=0 d=1.33384e-37 t=51595
shang chu 	傷處	c=1 d=8.48154e-34 t=51595
shang chuan 	上傳	c=23 d=0.410656 t=51595
shang ci 	上次	c=10 d=0.0293764 t=51595
shang ci bu shi 	上次不是	c=1 d=3.41646e-13 t=51595
shang de 	上的	c=3 d=1.00813e-07 t=51595
shang feng 	上封	c=2 d=9.45282e-06 t=51595
shang fu 	上浮	c=2 d=3.47554e-07 t=51595
shang gao su 	上高速	c=1 d=3.18702e-48 t=51595
shang ge yue 	上個月	c=5 d=5.13996e-07 t=51595
shang gu 	上古	c=1 d=1.40247e-38 t=51595
shang hai 	上海	c=104 d=0.909986 t=51595
shang hai shi 	上海市	c=1 d=2.48559e-06 t=51595
shang hui 	上回	c=2 d=4.39074e-05 t=51595
shang ji 	上級	c=18 d=5.85968e-07 t=51595
shang ji shang pin 	上級商品	c=1 d=8.53017e-13 t=51595
shang jia 	商家	c=1 d=9.08695e-51 t=51595
shang lai 	上來	c=2 d=1.25685e-13 t=51595
shang liang 	商量	c=2 d=2.69966e-24 t=51595
shang men 	上門	c=2 d=0.23457 t=51595
shang mian 	上面	c=3 d=1.50416e-38 t=51595
shang nian 	上年	c=0 d=0.0162838 t=51595
shang pin 	商品	c=135 d=0.000518277 t=51595
shang qu 	上去	c=5 d=0.000210716 t=51595
shang se 	上色	c=1 d=4.2498e-22 t=51595
shang sheng 	上升	c=1 d=1.47467e-11 t=51595
shang shou 	上手	c=1 d=2.04093e-40 t=51595
shang shu 	上述	c=1 d=6.49271e-08 t=51595
shang wang 	上網	c=5 d=0.666977 t=51595
shang wu 	上午	c=3 d=0.0214936 t=51595
shang xia 	上下	c=2 d=4.48573e-10 t=51595
shang xian 	上線	c=17 d=0.0262274 t=51595
shang xian biao zhun 	上線標準	c=1 d=4.7301e-17 t=51595
shang ye 	商業	c=15 d=6.58972e-06 t=51595
shang yi 	上一	c=1 d=2.28344e-08 t=51595
shang yi ceng 	上一層	c=2 d=0.0607097 t=51595
shang yi ci 	上一次	c=2 d=3.26447e-07 t=51595
shang yi ge 	上一個	c=1 d=4.29251e-22 t=51595
shang yi hang 	商一行	c=1 d=1.7567e-11 t=51595
shang yuan 	上原	c=0 d=7.81457e-42 t=51595
shang yuan ya yi 	上原亞衣	c=1 d=7.85373e-41 t=51595
shang yue 	上月	c=3 d=7.07126e-08 t=51595
shang zhong xia 	上中下	c=3 d=3.14616e-06 t=51595
shang zhou 	上週	c=4 d=1.20383e-06 t=51595
shao 	少	c=10 d=0.218712 t=51595
shao bing 	燒餅	c=1 d=1 t=48825
shao deng 	稍等	c=2 d=0.0202419 t=51595
shao hou 	稍後	c=2 d=2.5358e-06 t=51595
shao hua 	少花	c=1 d=3.03591e-06 t=51595
shao hua 	韶華	c=1 d=2.6085e-16 t=51595
shao jian 	少見	c=1 d=0.000493001 t=51595
shao kao 	燒烤	c=1 d=9.75444e-32 t=51595
shao shu pai 	少數派	c=1 d=1.33757e-10 t=51595
shao shuo 	少說	c=1 d=2.72756e-40 t=51595
shao wei 	稍微	c=2 d=9.29166e-19 t=51595
she 	社	c=0 d=1.13388e-38 t=51595
she 	舍	c=2 d=8.46542e-41 t=51595
she 	設	c=2 d=1.16845e-08 t=51595
she bao 	社保	c=21 d=0.0441885 t=51595
she bei 	設備	c=1 d=5.14624e-10 t=51595
she chi 	奢侈	c=1 d=2.75552e-13 t=51595
she gong 	社工	c=0 d=8.62908e-32 t=51595
she gong ku 	社工庫	c=1 d=8.67234e-31 t=51595
she hui 	社會	c=3 d=1.00621e-14 t=51595
she ji 	涉及	c=2 d=5.09763e-15 t=51595
she ji 	設計	c=34 d=0.0547488 t=51595
she ji dao 	涉及到	c=2 d=4.06777e-07 t=51595
she ji mo shi 	設計模式	c=2 d=4.38829e-09 t=51595
she ji yu yan 	設計語言	c=1 d=1.38832e-07 t=51595
she lie 	涉獵	c=1 d=1.26203e-32 t=51595
she me 	什麼	c=1 d=9.14552e-09 t=51595
she qu 	社區	c=3 d=5.04691e-15 t=51595
she shou 	射手	c=2 d=1.22924e-38 t=51595
she wei 	設爲	c=3 d=1.13226e-12 t=51595
she xiang tou 	攝像頭	c=1 d=8.58166e-25 t=51595
she you 	舍友	c=1 d=2.33519e-07 t=51595
she zhi 	設置	c=128 d=1 t=51595
she zhi le 	設置了	c=1 d=8.97055e-17 t=51595
she zhi shi qu 	設置時區	c=1 d=6.49271e-08 t=51595
she zhi zhi 	設置值	c=1 d=2.91687e-06 t=51595
shen 	沈	c=2 d=1.47711 t=47925
shen 	深	c=5 d=6.36421e-08 t=51595
shen 	神	c=4 d=0.000596161 t=51595
shen 	身	c=1 d=1 t=50160
shen bian 	身邊	c=1 d=1.34587e-24 t=51595
shen ceng 	深層	c=2 d=0.00454003 t=51595
shen ceng shen jing wang luo 	深層神經網絡	c=1 d=0.00231117 t=51595
shen du 	深度	c=41 d=1.79466 t=51595
shen du xue xi 	深度學習	c=3 d=1.53014 t=51595
shen fen 	身份	c=8 d=3.24421e-22 t=51595
shen fen zheng 	身份證	c=12 d=4.01962 t=51595
shen gan 	深感	c=1 d=9.63902e-39 t=51595
shen he 	審覈	c=2 d=4.36883e-07 t=51595
shen he zhong 	審覈中	c=2 d=1.98992e-07 t=51595
shen hua 	神話	c=1 d=7.91891e-50 t=51595
shen jing 	神經	c=11 d=1.18392 t=51595
shen jing wang luo 	神經網絡	c=1 d=0.136223 t=51595
shen jing wang luo ceng shu 	神經網絡層數	c=1 d=0.0285814 t=51595
shen jing wang luo de ceng shu 	神經網絡的層數	c=2 d=0.267731 t=51595
shen jun 	沈俊	c=1 d=1 t=48322
shen kao bei 	神拷貝	c=2 d=2.02125e-13 t=51595
shen lan 	深藍	c=1 d=1 t=48333
shen long 	神龍	c=1 d=1.09492e-08 t=51595
shen me 	什麼	c=185 d=1.63691 t=51595
shen me de 	什麼的	c=1 d=5.65603e-32 t=51595
shen me gui 	什麼鬼	c=1 d=1.5016e-18 t=51595
shen me shi 	什麼試	c=2 d=7.33822e-07 t=51595
shen me shi hou 	什麼時候	c=12 d=0.748264 t=51595
shen me shou ji 	什麼手機	c=2 d=8.82948e-07 t=51595
shen me yang 	什麼樣	c=1 d=1.11955e-05 t=51595
shen me yi si 	什麼意思	c=3 d=0.000190977 t=51595
shen me yi si sai 	什麼意思塞	c=1 d=0.00126207 t=51595
shen mei 	審美	c=2 d=4.14135e-12 t=51595
shen pi 	審批	c=30 d=0.76778 t=51595
shen pi liu 	審批流	c=2 d=5.83633e-05 t=51595
shen pi shi bai 	審批失敗	c=1 d=1.87372e-05 t=51595
shen pi zhong 	審批中	c=3 d=0.423162 t=51595
shen qi 	神器	c=3 d=7.01412e-05 t=51595
shen qing 	申請	c=20 d=1.1269 t=51595
shen qing lv 	申請率	c=1 d=3.50534e-21 t=51595
shen ru 	深入	c=19 d=1.20113e-05 t=51595
shen ru fen xi 	深入分析	c=1 d=9.28377e-09 t=51595
shen ru li jie 	深入理解	c=4 d=2.42422e-06 t=51595
shen shou 	伸手	c=1 d=8.50525e-08 t=51595
shen suo xing 	伸縮性	c=1 d=1.03576e-31 t=51595
shen tong 	申通	c=1 d=5.23825e-41 t=51595
shen zhen 	深圳	c=3 d=0.00585769 t=51595
sheng 	昇	c=1 d=1 t=49241
sheng 	生	c=4 d=9.0984e-07 t=51595
sheng 	盛	c=1 d=0.165299 t=51595
sheng 	省	c=3 d=1.65783e-06 t=51595
sheng 	聖	c=1 d=2.32584e-48 t=51595
sheng chai 	生拆	c=1 d=4.18368e-14 t=51595
sheng chan 	生產	c=2 d=2.23364e-06 t=51595
sheng cheng 	生成	c=311 d=0.0344271 t=51595
sheng chi jian yong 	省吃儉用	c=1 d=0.0066709 t=51595
sheng cun 	生存	c=3 d=0.000694026 t=51595
sheng dan 	聖誕	c=1 d=1.76941e-37 t=51595
sheng dan jie 	聖誕節	c=5 d=8.7368e-37 t=51595
sheng de 	生的	c=1 d=3.53083e-18 t=51595
sheng er 	生而	c=1 d=3.50952e-35 t=51595
sheng gong 	聖功	c=0 d=1.88798e-07 t=51595
sheng gong hou 	聖功後	c=1 d=1.89745e-06 t=51595
sheng huan zhe 	生還者	c=1 d=5.18525e-39 t=51595
sheng huo 	生活	c=10 d=0.00538627 t=51595
sheng huo da bao zha 	生活大爆炸	c=1 d=3.39054e-41 t=51595
sheng huo zai 	生活在	c=1 d=1.96979e-05 t=51595
sheng huo zhong 	生活中	c=2 d=2.41206e-35 t=51595
sheng ji 	升級	c=15 d=0.438239 t=51595
sheng ji ban 	升級版	c=1 d=6.75632e-35 t=51595
sheng jian 	生煎	c=1 d=2.38399e-15 t=51595
sheng jing 	聖經	c=5 d=1.79591e-06 t=51595
sheng ka 	聲卡	c=1 d=2.91728e-37 t=51595
sheng lu 	生路	c=1 d=8.05417e-14 t=51595
sheng lve 	省略	c=2 d=0.00155429 t=51595
sheng me 	生麼	c=2 d=3.35577e-08 t=51595
sheng ming 	生命	c=3 d=0.00362464 t=51595
sheng ming 	聲明	c=14 d=0.00552026 t=51595
sheng nei 	省內	c=2 d=5.0424e-21 t=51595
sheng qi 	升旗	c=1 d=0.960789 t=51595
sheng qian 	省錢	c=1 d=8.31953e-13 t=51595
sheng ri 	生日	c=3 d=5.25321e-08 t=51595
sheng shi 	省時	c=1 d=1.73615e-49 t=51595
sheng xia 	剩下	c=2 d=6.85982e-08 t=51595
sheng xiao 	生效	c=1 d=1.08665e-07 t=51595
sheng xin 	省心	c=2 d=4.18226e-10 t=51595
sheng xu 	升序	c=4 d=2.73983e-34 t=51595
sheng yin 	聲音	c=1 d=1.33135e-14 t=51595
sheng yu 	剩餘	c=22 d=8.27522e-09 t=51595
sheng zhang 	生長	c=1 d=1.80927e-05 t=51595
sheng zi 	聖子	c=2 d=9.97555e-31 t=51595
shi 	事	c=9 d=0.141564 t=51595
shi 	使	c=8 d=6.09543e-06 t=51595
shi 	士	c=1 d=8.9413e-08 t=51595
shi 	始	c=14 d=0.522046 t=51595
shi 	室	c=7 d=0.000203474 t=51595
shi 	市	c=12 d=1.15399 t=51595
shi 	師	c=5 d=1.80491e-06 t=51595
shi 	式	c=4 d=0.0605068 t=51595
shi 	是	c=352 d=2.64619 t=51595
shi 	時	c=154 d=0.624068 t=51595
shi 	石	c=1 d=0.0117959 t=51595
shi 	視	c=1 d=2.19353e-06 t=51595
shi 	試	c=2 d=6.72284e-07 t=51595
shi 	詩	c=1 d=5.5461e-07 t=51595
shi a 	是啊	c=8 d=0.106473 t=51595
shi an 	是按	c=2 d=0.000197455 t=51595
shi ba 	十八	c=1 d=3.41809e-48 t=51595
shi ba 	是吧	c=23 d=0.33454 t=51595
shi ba 	是把	c=1 d=1.37807e-08 t=51595
shi bai 	失敗	c=43 d=0.818747 t=51595
shi ban gong bei 	事半功倍	c=1 d=2.33592e-40 t=51595
shi bao cun 	是保存	c=1 d=1.27164e-33 t=51595
shi bie 	識別	c=7 d=0.00857215 t=51595
shi bie ma 	識別碼	c=1 d=1 t=50837
shi bo 	世博	c=2 d=1.26173e-21 t=51595
shi bu 	是不	c=0 d=3.89209e-18 t=51595
shi bu hui 	是不會	c=1 d=7.83904e-19 t=51595
shi bu nan 	是不難	c=1 d=3.9116e-17 t=51595
shi bu neng 	是不能	c=1 d=3.18322e-34 t=51595
shi bu shi 	是不是	c=18 d=0.128735 t=51595
shi bu shi jue de 	是不是覺的	c=1 d=4.86307e-49 t=51595
shi cha 	視察	c=1 d=3.84997e-36 t=51595
shi chang 	市場	c=8 d=2.86651e-07 t=51595
shi chang 	時長	c=10 d=0.0293845 t=51595
shi cong 	是從	c=2 d=8.44237e-09 t=51595
shi da 	十大	c=1 d=0.000223746 t=51595
shi da 	是噠	c=1 d=0.000224867 t=51595
shi dai 	時代	c=6 d=3.11974 t=51595
shi de 	使得	c=1 d=7.61643e-33 t=51595
shi de 	是的	c=89 d=0.834997 t=51595
shi di 	實地	c=1 d=3.788e-51 t=51595
shi di 	是滴	c=3 d=5.01219e-22 t=51595
shi dian 	十點	c=2 d=2.67272e-07 t=51595
shi dui 	是對	c=2 d=3.47705e-06 t=51595
shi duo shao 	是多少	c=1 d=1.48899e-07 t=51595
shi er 	十二	c=3 d=4.37327e-06 t=51595
shi fan zhen 	石帆鎮	c=1 d=5.58738e-06 t=51595
shi fen miao 	是分秒	c=3 d=2.94604e-06 t=51595
shi fen zhong 	十分鐘	c=5 d=2.63044e-05 t=51595
shi fou 	是否	c=113 d=0.0673517 t=51595
shi fou cun zai 	是否存在	c=1 d=7.47094e-12 t=51595
shi fou da yin 	是否打印	c=1 d=0.232236 t=51595
shi fou gong zuo 	是否工作	c=1 d=8.09043e-08 t=51595
shi fou yi jing 	是否已經	c=1 d=9.93765e-45 t=51595
shi fou you xiao 	是否有效	c=1 d=8.17449e-12 t=51595
shi fou yu 	是否與	c=1 d=0.412714 t=51595
shi fu 	師傅	c=4 d=1.59468e-05 t=51595
shi ge 	是個	c=3 d=0.000451658 t=51595
shi ge shen me 	是個什麼	c=1 d=0.00453922 t=51595
shi gei 	是給	c=1 d=7.31904e-35 t=51595
shi gen 	是跟	c=1 d=1.613e-07 t=51595
shi gong 	施工	c=1 d=2.67408e-13 t=51595
shi guang 	時光	c=4 d=6.56356e-06 t=51595
shi guo 	試過	c=1 d=6.28991e-17 t=51595
shi hao yong 	是好用	c=1 d=1.67644e-49 t=51595
shi he 	適合	c=3 d=0.946485 t=51595
shi hou 	時候	c=56 d=0.982711 t=51595
shi hua 	實話	c=1 d=1.08495e-18 t=51595
shi huai 	釋懷	c=2 d=1.54932e-46 t=51595
shi huan jing 	是環境	c=1 d=7.21498e-43 t=51595
shi ji 	實際	c=8 d=0.0154896 t=51595
shi ji gong zi 	實際工資	c=1 d=0.000488095 t=51595
shi ji nian 	十幾年	c=1 d=0.00719046 t=51595
shi ji shang 	實際上	c=0 d=5.06789e-06 t=51595
shi ji shi 	實際是	c=1 d=0.155673 t=51595
shi ji wan 	十幾萬	c=1 d=4.09234e-19 t=51595
shi jian 	事件	c=38 d=0.000213639 t=51595
shi jian 	實踐	c=2 d=1.66643e-08 t=51595
shi jian 	時間	c=88 d=0.749798 t=51595
shi jian chuo 	時間戳	c=5 d=0.594521 t=51595
shi jie 	世界	c=19 d=0.740826 t=51595
shi jin zhi 	十進制	c=2 d=1.41637e-07 t=51595
shi jiu 	十九	c=0 d=6.08411e-09 t=51595
shi jiu da 	十九大	c=1 d=6.11461e-08 t=51595
shi ke 	時刻	c=1 d=8.36381e-46 t=51595
shi ke yi 	是可以	c=1 d=9.78334e-08 t=51595
shi kong 	時空	c=1 d=1.37877e-14 t=51595
shi kong de 	是空的	c=0 d=1.213e-08 t=51595
shi kong de ba 	是空的吧	c=1 d=1.21908e-07 t=51595
shi lai 	十來	c=1 d=1 t=47839
shi li 	實例	c=11 d=4.46238e-08 t=51595
shi li 	示例	c=1 d=3.11265e-35 t=51595
shi liang tu 	矢量圖	c=1 d=6.12835e-05 t=51595
shi ma 	是嗎	c=17 d=0.227638 t=51595
shi mei 	是沒	c=0 d=3.45433e-26 t=51595
shi mei le 	是沒了	c=1 d=3.47164e-25 t=51595
shi mei you 	是沒有	c=2 d=8.57261e-42 t=51595
shi ming 	實名	c=3 d=1.26366e-10 t=51595
shi ming zhi 	實名制	c=5 d=1.05097e-12 t=51595
shi nai 	實乃	c=1 d=1.22157e-31 t=51595
shi ne 	是呢	c=1 d=1.81612e-20 t=51595
shi ni 	使你	c=2 d=1.80491e-06 t=51595
shi nian 	十年	c=2 d=2.75411e-07 t=51595
shi o 	是喔	c=1 d=1.21465e-23 t=51595
shi pin 	視頻	c=29 d=1.27652 t=51595
shi qi 	使其	c=1 d=4.12266e-47 t=51595
shi qing 	事情	c=6 d=0.0325493 t=51595
shi qu 	失去	c=1 d=4.04817e-09 t=51595
shi qu 	市區	c=4 d=2.50466e-11 t=51595
shi qu 	是去	c=0 d=8.87373e-08 t=51595
shi qu 	時區	c=35 d=4.41677e-06 t=51595
shi qu kan fang zi 	是去看房子	c=1 d=8.91821e-07 t=51595
shi quan shi mei 	十全十美	c=1 d=1 t=48060
shi rou 	食肉	c=1 d=9.05579e-40 t=51595
shi san xiang 	十三香	c=1 d=3.47826e-18 t=51595
shi shen me 	是什麼	c=9 d=0.000191673 t=51595
shi shi 	實時	c=3 d=6.34861e-07 t=51595
shi shi 	試試	c=7 d=0.208045 t=51595
shi shi dai dai 	世世代代	c=1 d=1.7558e-05 t=51595
shi shi ku cun 	實時庫存	c=1 d=1.79188e-09 t=51595
shi shi kuai zhao 	實時快照	c=1 d=2.94618e-06 t=51595
shi shou fei 	是收費	c=1 d=1 t=49369
shi shu 	實屬	c=2 d=2.44318e-31 t=51595
shi shuo 	是說	c=1 d=2.57316e-32 t=51595
shi shuo 	時說	c=1 d=4.54294e-42 t=51595
shi suan 	試算	c=256 d=0.0017669 t=51595
shi sui 	十歲	c=0 d=0.000704808 t=51595
shi ta 	使它	c=1 d=0.13466 t=51595
shi ti 	實體	c=5 d=4.66697e-06 t=51595
shi ti dian 	實體店	c=1 d=1 t=48503
shi ti lei 	實體類	c=73 d=0.0122153 t=51595
shi tou 	石頭	c=1 d=0.0118551 t=51595
shi tu 	視圖	c=12 d=3.95036e-06 t=51595
shi tu 	試圖	c=1 d=4.03772e-08 t=51595
shi tu jie xi qi 	視圖解析器	c=2 d=1.20171e-07 t=51595
shi tu lei 	視圖類	c=3 d=8.96293e-07 t=51595
shi wei 	是爲	c=0 d=2.81598e-34 t=51595
shi wei le 	是爲了	c=1 d=2.83009e-33 t=51595
shi wo 	是我	c=6 d=0.00246659 t=51595
shi wo men 	是我們	c=1 d=9.66098e-07 t=51595
shi wo qu 	是我去	c=1 d=1 t=48286
shi wu 	事務	c=38 d=0.0247235 t=51595
shi wu 	事物	c=1 d=1.85539e-07 t=51595
shi xi 	實習	c=1 d=3.7029e-19 t=51595
shi xi qi 	實習期	c=1 d=3.35043e-48 t=51595
shi xi sheng 	實習生	c=1 d=0.909373 t=51595
shi xia 	試下	c=1 d=1.47463e-40 t=51595
shi xian 	實現	c=46 d=0.621099 t=51595
shi xian lei 	實現類	c=1 d=3.94004e-14 t=51595
shi xiang 	是想	c=1 d=1 t=49646
shi xiao 	失效	c=2 d=0.0188734 t=51595
shi xiao fei 	石曉飛	c=10 d=1.65908e-05 t=51595
shi xing 	實行	c=1 d=3.90827e-07 t=51595
shi ya 	是呀	c=39 d=0.0450792 t=51595
shi yan 	實驗	c=2 d=5.05567e-06 t=51595
shi yan lou 	實驗樓	c=3 d=5.97806e-07 t=51595
shi yan shi 	實驗室	c=1 d=1.7558e-05 t=51595
shi yang 	式樣	c=1 d=1.40706e-06 t=51595
shi yang shu 	式樣書	c=5 d=7.67044e-06 t=51595
shi yao 	是要	c=6 d=0.694197 t=51595
shi ye 	事業	c=2 d=1.7502e-18 t=51595
shi yi 	十一	c=1 d=3.30054e-48 t=51595
shi yi 	是一	c=0 d=1.76064e-09 t=51595
shi yi 	詩意	c=1 d=7.3572e-08 t=51595
shi yi 	釋義	c=1 d=9.23746e-09 t=51595
shi yi dian 	十一點	c=0 d=5.80218e-39 t=51595
shi yi ge 	是一個	c=1 d=1.76947e-08 t=51595
shi yi hua kai 	詩意花開	c=1 d=8.42058e-08 t=51595
shi yi yang 	是一樣	c=1 d=3.99755e-08 t=51595
shi ying 	適應	c=1 d=2.30599e-06 t=51595
